Adaptive Rate Log (interval=1s)
Time,Dist(km),Elev,BF(dB),SNR,Rate(Mbps),Status
1046.00s,   1339.84,   60.99°,  10.94,   24.25 dB,    2015.42,  [OK   >=40.00°]
1047.00s,   1341.71,   60.82°,  10.93,   24.23 dB,    2013.79,  [OK   >=40.00°]
1048.00s,   1343.62,   60.63°,  10.93,   24.21 dB,    2012.13,  [OK   >=40.00°]
1049.00s,   1345.59,   60.45°,  10.92,   24.19 dB,    2010.43,  [OK   >=40.00°]
1050.00s,   1347.60,   60.26°,  10.91,   24.17 dB,    2008.69,  [OK   >=40.00°]
1051.00s,   1349.66,   60.07°,  10.90,   24.15 dB,    2006.91,  [OK   >=40.00°]
1052.00s,   1351.76,   59.88°,  10.89,   24.13 dB,    2005.09,  [OK   >=40.00°]
1053.00s,   1353.92,   59.69°,  10.88,   24.10 dB,    2003.24,  [OK   >=40.00°]
1054.00s,   1356.11,   59.49°,  10.88,   24.08 dB,    2001.34,  [OK   >=40.00°]
1055.00s,   1358.36,   59.29°,  10.87,   24.06 dB,    1999.41,  [OK   >=40.00°]
1056.00s,   1360.65,   59.09°,  10.86,   24.03 dB,    1997.45,  [OK   >=40.00°]
1057.00s,   1362.99,   58.88°,  10.85,   24.01 dB,    1995.44,  [OK   >=40.00°]
1058.00s,   1365.37,   58.68°,  10.84,   23.99 dB,    1993.41,  [OK   >=40.00°]
1059.00s,   1367.79,   58.47°,  10.83,   23.96 dB,    1991.33,  [OK   >=40.00°]
1060.00s,   1370.27,   58.26°,  10.82,   23.94 dB,    1989.22,  [OK   >=40.00°]
1061.00s,   1372.78,   58.04°,  10.81,   23.91 dB,    1987.08,  [OK   >=40.00°]
1062.00s,   1375.35,   57.83°,  10.80,   23.88 dB,    1984.90,  [OK   >=40.00°]
1063.00s,   1377.95,   57.62°,  10.79,   23.86 dB,    1982.68,  [OK   >=40.00°]
1064.00s,   1380.60,   57.40°,  10.78,   23.83 dB,    1980.44,  [OK   >=40.00°]
1065.00s,   1383.29,   57.18°,  10.77,   23.80 dB,    1978.16,  [OK   >=40.00°]
1066.00s,   1386.03,   56.96°,  10.76,   23.77 dB,    1975.84,  [OK   >=40.00°]
1067.00s,   1388.81,   56.74°,  10.75,   23.74 dB,    1973.50,  [OK   >=40.00°]
1068.00s,   1391.63,   56.52°,  10.73,   23.72 dB,    1971.12,  [OK   >=40.00°]
1069.00s,   1394.50,   56.29°,  10.72,   23.69 dB,    1968.71,  [OK   >=40.00°]
1070.00s,   1397.41,   56.07°,  10.71,   23.66 dB,    1966.27,  [OK   >=40.00°]
1071.00s,   1400.36,   55.84°,  10.70,   23.63 dB,    1963.79,  [OK   >=40.00°]
1072.00s,   1403.35,   55.61°,  10.69,   23.60 dB,    1961.29,  [OK   >=40.00°]
1073.00s,   1406.39,   55.38°,  10.68,   23.57 dB,    1958.75,  [OK   >=40.00°]
1074.00s,   1409.46,   55.16°,  10.66,   23.54 dB,    1956.19,  [OK   >=40.00°]
1075.00s,   1412.58,   54.93°,  10.65,   23.50 dB,    1953.60,  [OK   >=40.00°]
1076.00s,   1415.74,   54.69°,  10.64,   23.47 dB,    1950.97,  [OK   >=40.00°]
1077.00s,   1418.93,   54.46°,  10.63,   23.44 dB,    1948.32,  [OK   >=40.00°]
1078.00s,   1422.17,   54.23°,  10.62,   23.41 dB,    1945.64,  [OK   >=40.00°]
1079.00s,   1425.45,   54.00°,  10.60,   23.38 dB,    1942.94,  [OK   >=40.00°]
1080.00s,   1428.77,   53.77°,  10.59,   23.34 dB,    1940.20,  [OK   >=40.00°]
1081.00s,   1432.12,   53.53°,  10.58,   23.31 dB,    1937.44,  [OK   >=40.00°]
1082.00s,   1435.52,   53.30°,  10.56,   23.28 dB,    1934.65,  [OK   >=40.00°]
1083.00s,   1438.96,   53.06°,  10.55,   23.24 dB,    1931.83,  [OK   >=40.00°]
1084.00s,   1442.43,   52.83°,  10.54,   23.21 dB,    1928.99,  [OK   >=40.00°]
1085.00s,   1445.94,   52.59°,  10.52,   23.17 dB,    1926.12,  [OK   >=40.00°]
1086.00s,   1449.49,   52.36°,  10.51,   23.14 dB,    1923.23,  [OK   >=40.00°]
1087.00s,   1453.08,   52.12°,  10.50,   23.10 dB,    1920.31,  [OK   >=40.00°]
1088.00s,   1456.70,   51.89°,  10.48,   23.07 dB,    1917.37,  [OK   >=40.00°]
1089.00s,   1460.37,   51.65°,  10.47,   23.03 dB,    1914.40,  [OK   >=40.00°]
1090.00s,   1464.06,   51.41°,  10.45,   22.99 dB,    1911.42,  [OK   >=40.00°]
1091.00s,   1467.80,   51.18°,  10.44,   22.96 dB,    1908.40,  [OK   >=40.00°]
1092.00s,   1471.57,   50.94°,  10.42,   22.92 dB,    1905.37,  [OK   >=40.00°]
1093.00s,   1475.38,   50.71°,  10.41,   22.88 dB,    1902.31,  [OK   >=40.00°]
1094.00s,   1479.22,   50.47°,  10.40,   22.85 dB,    1899.23,  [OK   >=40.00°]
1095.00s,   1483.10,   50.24°,  10.38,   22.81 dB,    1896.12,  [OK   >=40.00°]
1096.00s,   1487.02,   50.00°,  10.37,   22.77 dB,    1893.00,  [OK   >=40.00°]
1097.00s,   1490.97,   49.76°,  10.35,   22.73 dB,    1889.85,  [OK   >=40.00°]
1098.00s,   1494.95,   49.53°,  10.34,   22.69 dB,    1886.69,  [OK   >=40.00°]
1099.00s,   1498.97,   49.29°,  10.32,   22.66 dB,    1883.50,  [OK   >=40.00°]
1100.00s,   1503.02,   49.06°,  10.30,   22.62 dB,    1880.29,  [OK   >=40.00°]
1101.00s,   1507.11,   48.82°,  10.29,   22.58 dB,    1877.07,  [OK   >=40.00°]
1102.00s,   1511.23,   48.59°,  10.27,   22.54 dB,    1873.82,  [OK   >=40.00°]
1103.00s,   1515.38,   48.36°,  10.26,   22.50 dB,    1870.56,  [OK   >=40.00°]
1104.00s,   1519.56,   48.12°,  10.24,   22.46 dB,    1867.27,  [OK   >=40.00°]
1105.00s,   1523.78,   47.89°,  10.23,   22.42 dB,    1863.97,  [OK   >=40.00°]
1106.00s,   1528.03,   47.66°,  10.21,   22.38 dB,    1860.65,  [OK   >=40.00°]
1107.00s,   1532.32,   47.43°,  10.19,   22.34 dB,    1857.31,  [OK   >=40.00°]
1108.00s,   1536.63,   47.19°,  10.18,   22.30 dB,    1853.96,  [OK   >=40.00°]
1109.00s,   1540.98,   46.96°,  10.16,   22.26 dB,    1850.59,  [OK   >=40.00°]
1110.00s,   1545.35,   46.73°,  10.15,   22.22 dB,    1847.20,  [OK   >=40.00°]
1111.00s,   1549.76,   46.50°,  10.13,   22.18 dB,    1843.79,  [OK   >=40.00°]
1112.00s,   1554.20,   46.27°,  10.11,   22.13 dB,    1840.37,  [OK   >=40.00°]
1113.00s,   1558.67,   46.04°,  10.10,   22.09 dB,    1836.94,  [OK   >=40.00°]
1114.00s,   1563.17,   45.81°,  10.08,   22.05 dB,    1833.48,  [OK   >=40.00°]
1115.00s,   1567.70,   45.58°,  10.06,   22.01 dB,    1830.02,  [OK   >=40.00°]
1116.00s,   1572.26,   45.36°,  10.04,   21.97 dB,    1826.53,  [OK   >=40.00°]
1117.00s,   1576.85,   45.13°,  10.03,   21.92 dB,    1823.04,  [OK   >=40.00°]
1118.00s,   1581.47,   44.90°,  10.01,   21.88 dB,    1819.53,  [OK   >=40.00°]
1119.00s,   1586.11,   44.68°,   9.99,   21.84 dB,    1816.00,  [OK   >=40.00°]
1120.00s,   1590.79,   44.45°,   9.98,   21.80 dB,    1812.46,  [OK   >=40.00°]
1121.00s,   1595.49,   44.23°,   9.96,   21.75 dB,    1808.91,  [OK   >=40.00°]
1122.00s,   1600.22,   44.00°,   9.94,   21.71 dB,    1805.35,  [OK   >=40.00°]
1123.00s,   1604.98,   43.78°,   9.92,   21.67 dB,    1801.77,  [OK   >=40.00°]
1124.00s,   1609.77,   43.56°,   9.91,   21.62 dB,    1798.18,  [OK   >=40.00°]
1125.00s,   1614.58,   43.34°,   9.89,   21.58 dB,    1794.57,  [OK   >=40.00°]
1126.00s,   1619.43,   43.12°,   9.87,   21.53 dB,    1790.96,  [OK   >=40.00°]
1127.00s,   1624.29,   42.90°,   9.85,   21.49 dB,    1787.33,  [OK   >=40.00°]
1128.00s,   1629.19,   42.68°,   9.83,   21.45 dB,    1783.70,  [OK   >=40.00°]
1129.00s,   1634.11,   42.46°,   9.82,   21.40 dB,    1780.05,  [OK   >=40.00°]
1130.00s,   1639.06,   42.24°,   9.80,   21.36 dB,    1776.39,  [OK   >=40.00°]
1131.00s,   1644.03,   42.02°,   9.78,   21.31 dB,    1772.71,  [OK   >=40.00°]
1132.00s,   1649.03,   41.81°,   9.76,   21.27 dB,    1769.03,  [OK   >=40.00°]
1133.00s,   1654.05,   41.59°,   9.74,   21.22 dB,    1765.34,  [OK   >=40.00°]
1134.00s,   1659.10,   41.37°,   9.72,   21.18 dB,    1761.64,  [OK   >=40.00°]
1135.00s,   1664.18,   41.16°,   9.71,   21.13 dB,    1757.93,  [OK   >=40.00°]
1136.00s,   1669.28,   40.95°,   9.69,   21.09 dB,    1754.21,  [OK   >=40.00°]
1137.00s,   1674.40,   40.73°,   9.67,   21.04 dB,    1750.48,  [OK   >=40.00°]
1138.00s,   1679.55,   40.52°,   9.65,   21.00 dB,    1746.74,  [OK   >=40.00°]
1139.00s,   1684.72,   40.31°,   9.63,   20.95 dB,    1742.99,  [OK   >=40.00°]
1140.00s,   1689.92,   40.10°,   9.61,   20.91 dB,    1739.23,  [OK   >=40.00°]
1141.00s,   1695.14,   39.89°,   9.59,   20.86 dB,       0.00,  [DOWN <40.00°]
1142.00s,   1700.38,   39.68°,   9.57,   20.82 dB,       0.00,  [DOWN <40.00°]
1143.00s,   1705.64,   39.47°,   9.56,   20.77 dB,       0.00,  [DOWN <40.00°]
1144.00s,   1710.93,   39.27°,   9.54,   20.72 dB,       0.00,  [DOWN <40.00°]
1145.00s,   1716.24,   39.06°,   9.52,   20.68 dB,       0.00,  [DOWN <40.00°]
1146.00s,   1721.58,   38.86°,   9.50,   20.63 dB,       0.00,  [DOWN <40.00°]
1147.00s,   1726.93,   38.65°,   9.48,   20.59 dB,       0.00,  [DOWN <40.00°]
1148.00s,   1732.31,   38.45°,   9.46,   20.54 dB,       0.00,  [DOWN <40.00°]
1149.00s,   1737.71,   38.24°,   9.44,   20.49 dB,       0.00,  [DOWN <40.00°]
1150.00s,   1743.13,   38.04°,   9.42,   20.45 dB,       0.00,  [DOWN <40.00°]
1151.00s,   1748.57,   37.84°,   9.40,   20.40 dB,       0.00,  [DOWN <40.00°]
1152.00s,   1754.04,   37.64°,   9.38,   20.35 dB,       0.00,  [DOWN <40.00°]
1153.00s,   1759.52,   37.44°,   9.36,   20.31 dB,       0.00,  [DOWN <40.00°]
1154.00s,   1765.03,   37.24°,   9.34,   20.26 dB,       0.00,  [DOWN <40.00°]
1155.00s,   1770.55,   37.04°,   9.32,   20.21 dB,       0.00,  [DOWN <40.00°]
1156.00s,   1776.10,   36.85°,   9.30,   20.16 dB,       0.00,  [DOWN <40.00°]
1157.00s,   1781.66,   36.65°,   9.28,   20.12 dB,       0.00,  [DOWN <40.00°]
1158.00s,   1787.25,   36.46°,   9.26,   20.07 dB,       0.00,  [DOWN <40.00°]
1159.00s,   1792.86,   36.26°,   9.24,   20.02 dB,       0.00,  [DOWN <40.00°]
1160.00s,   1798.48,   36.07°,   9.22,   19.98 dB,       0.00,  [DOWN <40.00°]
1161.00s,   1804.13,   35.87°,   9.20,   19.93 dB,       0.00,  [DOWN <40.00°]
1162.00s,   1809.79,   35.68°,   9.18,   19.88 dB,       0.00,  [DOWN <40.00°]
1163.00s,   1815.47,   35.49°,   9.16,   19.83 dB,       0.00,  [DOWN <40.00°]
1164.00s,   1821.18,   35.30°,   9.14,   19.79 dB,       0.00,  [DOWN <40.00°]
1165.00s,   1826.90,   35.11°,   9.12,   19.74 dB,       0.00,  [DOWN <40.00°]
1166.00s,   1832.64,   34.92°,   9.10,   19.69 dB,       0.00,  [DOWN <40.00°]
1167.00s,   1838.39,   34.73°,   9.08,   19.64 dB,       0.00,  [DOWN <40.00°]
1168.00s,   1844.17,   34.55°,   9.06,   19.60 dB,       0.00,  [DOWN <40.00°]
1169.00s,   1849.96,   34.36°,   9.04,   19.55 dB,       0.00,  [DOWN <40.00°]
1170.00s,   1855.77,   34.17°,   9.02,   19.50 dB,       0.00,  [DOWN <40.00°]
1171.00s,   1861.60,   33.99°,   9.00,   19.45 dB,       0.00,  [DOWN <40.00°]
1172.00s,   1867.45,   33.80°,   8.98,   19.40 dB,       0.00,  [DOWN <40.00°]
1173.00s,   1873.31,   33.62°,   8.96,   19.36 dB,       0.00,  [DOWN <40.00°]
1174.00s,   1879.19,   33.44°,   8.93,   19.31 dB,       0.00,  [DOWN <40.00°]
1175.00s,   1885.09,   33.26°,   8.91,   19.26 dB,       0.00,  [DOWN <40.00°]
1176.00s,   1891.00,   33.08°,   8.89,   19.21 dB,       0.00,  [DOWN <40.00°]
1177.00s,   1896.93,   32.90°,   8.87,   19.16 dB,       0.00,  [DOWN <40.00°]
1178.00s,   1902.88,   32.72°,   8.85,   19.11 dB,       0.00,  [DOWN <40.00°]
1179.00s,   1908.84,   32.54°,   8.83,   19.07 dB,       0.00,  [DOWN <40.00°]
1180.00s,   1914.82,   32.36°,   8.81,   19.02 dB,       0.00,  [DOWN <40.00°]
1181.00s,   1920.82,   32.18°,   8.79,   18.97 dB,       0.00,  [DOWN <40.00°]
1182.00s,   1926.83,   32.01°,   8.77,   18.92 dB,       0.00,  [DOWN <40.00°]
1182.00s,   1686.90,   40.22°,   9.62,   20.93 dB,    1741.41,  [OK   >=40.00°]
1183.00s,   1681.29,   40.45°,   9.64,   20.98 dB,    1745.47,  [OK   >=40.00°]
1184.00s,   1675.71,   40.68°,   9.66,   21.03 dB,    1749.53,  [OK   >=40.00°]
1185.00s,   1670.15,   40.91°,   9.68,   21.08 dB,    1753.58,  [OK   >=40.00°]
1186.00s,   1664.60,   41.14°,   9.70,   21.13 dB,    1757.62,  [OK   >=40.00°]
1187.00s,   1659.08,   41.38°,   9.72,   21.18 dB,    1761.66,  [OK   >=40.00°]
1188.00s,   1653.58,   41.61°,   9.74,   21.23 dB,    1765.69,  [OK   >=40.00°]
1189.00s,   1648.11,   41.85°,   9.76,   21.28 dB,    1769.71,  [OK   >=40.00°]
1190.00s,   1642.65,   42.08°,   9.78,   21.33 dB,    1773.73,  [OK   >=40.00°]
1191.00s,   1637.22,   42.32°,   9.80,   21.37 dB,    1777.74,  [OK   >=40.00°]
1192.00s,   1631.81,   42.56°,   9.82,   21.42 dB,    1781.75,  [OK   >=40.00°]
1193.00s,   1626.43,   42.80°,   9.84,   21.47 dB,    1785.75,  [OK   >=40.00°]
1194.00s,   1621.06,   43.04°,   9.86,   21.52 dB,    1789.74,  [OK   >=40.00°]
1195.00s,   1615.73,   43.28°,   9.88,   21.57 dB,    1793.72,  [OK   >=40.00°]
1196.00s,   1610.41,   43.53°,   9.90,   21.62 dB,    1797.70,  [OK   >=40.00°]
1197.00s,   1605.12,   43.77°,   9.92,   21.66 dB,    1801.66,  [OK   >=40.00°]
1198.00s,   1599.85,   44.02°,   9.94,   21.71 dB,    1805.62,  [OK   >=40.00°]
1199.00s,   1594.61,   44.27°,   9.96,   21.76 dB,    1809.57,  [OK   >=40.00°]
1200.00s,   1589.39,   44.52°,   9.98,   21.81 dB,    1813.52,  [OK   >=40.00°]
1201.00s,   1584.20,   44.77°,  10.00,   21.86 dB,    1817.45,  [OK   >=40.00°]
1202.00s,   1579.04,   45.02°,  10.02,   21.90 dB,    1821.37,  [OK   >=40.00°]
1203.00s,   1573.89,   45.28°,  10.04,   21.95 dB,    1825.29,  [OK   >=40.00°]
1204.00s,   1568.78,   45.53°,  10.06,   22.00 dB,    1829.19,  [OK   >=40.00°]
1205.00s,   1563.69,   45.79°,  10.08,   22.05 dB,    1833.08,  [OK   >=40.00°]
1206.00s,   1558.63,   46.04°,  10.10,   22.09 dB,    1836.97,  [OK   >=40.00°]
1207.00s,   1553.59,   46.30°,  10.11,   22.14 dB,    1840.84,  [OK   >=40.00°]
1208.00s,   1548.58,   46.56°,  10.13,   22.19 dB,    1844.70,  [OK   >=40.00°]
1209.00s,   1543.60,   46.82°,  10.15,   22.23 dB,    1848.55,  [OK   >=40.00°]
1210.00s,   1538.65,   47.09°,  10.17,   22.28 dB,    1852.39,  [OK   >=40.00°]
1211.00s,   1533.72,   47.35°,  10.19,   22.33 dB,    1856.22,  [OK   >=40.00°]
1212.00s,   1528.82,   47.61°,  10.21,   22.37 dB,    1860.04,  [OK   >=40.00°]
1213.00s,   1523.95,   47.88°,  10.23,   22.42 dB,    1863.84,  [OK   >=40.00°]
1214.00s,   1519.11,   48.15°,  10.24,   22.46 dB,    1867.63,  [OK   >=40.00°]
1215.00s,   1514.30,   48.42°,  10.26,   22.51 dB,    1871.41,  [OK   >=40.00°]
1216.00s,   1509.51,   48.69°,  10.28,   22.56 dB,    1875.17,  [OK   >=40.00°]
1217.00s,   1504.76,   48.96°,  10.30,   22.60 dB,    1878.92,  [OK   >=40.00°]
1218.00s,   1500.03,   49.23°,  10.32,   22.65 dB,    1882.66,  [OK   >=40.00°]
1219.00s,   1495.34,   49.51°,  10.33,   22.69 dB,    1886.38,  [OK   >=40.00°]
1220.00s,   1490.67,   49.78°,  10.35,   22.74 dB,    1890.09,  [OK   >=40.00°]
1221.00s,   1486.04,   50.06°,  10.37,   22.78 dB,    1893.78,  [OK   >=40.00°]
1222.00s,   1481.43,   50.34°,  10.39,   22.83 dB,    1897.46,  [OK   >=40.00°]
1223.00s,   1476.86,   50.62°,  10.40,   22.87 dB,    1901.12,  [OK   >=40.00°]
1224.00s,   1472.32,   50.90°,  10.42,   22.91 dB,    1904.76,  [OK   >=40.00°]
1225.00s,   1467.81,   51.18°,  10.44,   22.96 dB,    1908.39,  [OK   >=40.00°]
1226.00s,   1463.34,   51.46°,  10.46,   23.00 dB,    1912.00,  [OK   >=40.00°]
1227.00s,   1458.89,   51.75°,  10.47,   23.04 dB,    1915.60,  [OK   >=40.00°]
1228.00s,   1454.48,   52.03°,  10.49,   23.09 dB,    1919.18,  [OK   >=40.00°]
1229.00s,   1450.10,   52.32°,  10.51,   23.13 dB,    1922.73,  [OK   >=40.00°]
1230.00s,   1445.75,   52.61°,  10.52,   23.17 dB,    1926.27,  [OK   >=40.00°]
1231.00s,   1441.44,   52.89°,  10.54,   23.22 dB,    1929.80,  [OK   >=40.00°]
1232.00s,   1437.16,   53.19°,  10.56,   23.26 dB,    1933.30,  [OK   >=40.00°]
1233.00s,   1432.92,   53.48°,  10.57,   23.30 dB,    1936.78,  [OK   >=40.00°]
1234.00s,   1428.71,   53.77°,  10.59,   23.34 dB,    1940.25,  [OK   >=40.00°]
1235.00s,   1424.54,   54.06°,  10.61,   23.38 dB,    1943.69,  [OK   >=40.00°]
1236.00s,   1420.40,   54.36°,  10.62,   23.43 dB,    1947.11,  [OK   >=40.00°]
1237.00s,   1416.29,   54.65°,  10.64,   23.47 dB,    1950.51,  [OK   >=40.00°]
1238.00s,   1412.22,   54.95°,  10.65,   23.51 dB,    1953.89,  [OK   >=40.00°]
1239.00s,   1408.19,   55.25°,  10.67,   23.55 dB,    1957.25,  [OK   >=40.00°]
1240.00s,   1404.19,   55.55°,  10.69,   23.59 dB,    1960.58,  [OK   >=40.00°]
1241.00s,   1400.23,   55.85°,  10.70,   23.63 dB,    1963.90,  [OK   >=40.00°]
1242.00s,   1396.31,   56.15°,  10.72,   23.67 dB,    1967.19,  [OK   >=40.00°]
1243.00s,   1392.43,   56.45°,  10.73,   23.71 dB,    1970.45,  [OK   >=40.00°]
1244.00s,   1388.58,   56.76°,  10.75,   23.75 dB,    1973.69,  [OK   >=40.00°]
1245.00s,   1384.77,   57.06°,  10.76,   23.79 dB,    1976.91,  [OK   >=40.00°]
1246.00s,   1381.00,   57.37°,  10.78,   23.82 dB,    1980.10,  [OK   >=40.00°]
1247.00s,   1377.27,   57.67°,  10.79,   23.86 dB,    1983.27,  [OK   >=40.00°]
1248.00s,   1373.57,   57.98°,  10.81,   23.90 dB,    1986.41,  [OK   >=40.00°]
1249.00s,   1369.92,   58.29°,  10.82,   23.94 dB,    1989.52,  [OK   >=40.00°]
1250.00s,   1366.30,   58.60°,  10.83,   23.98 dB,    1992.61,  [OK   >=40.00°]
1251.00s,   1362.73,   58.90°,  10.85,   24.01 dB,    1995.67,  [OK   >=40.00°]
1252.00s,   1359.19,   59.21°,  10.86,   24.05 dB,    1998.70,  [OK   >=40.00°]
1253.00s,   1355.70,   59.53°,  10.88,   24.09 dB,    2001.70,  [OK   >=40.00°]
1254.00s,   1352.25,   59.84°,  10.89,   24.12 dB,    2004.68,  [OK   >=40.00°]
1255.00s,   1348.83,   60.15°,  10.90,   24.16 dB,    2007.62,  [OK   >=40.00°]
1256.00s,   1345.46,   60.46°,  10.92,   24.19 dB,    2010.54,  [OK   >=40.00°]
1257.00s,   1342.13,   60.77°,  10.93,   24.23 dB,    2013.42,  [OK   >=40.00°]
1258.00s,   1338.85,   61.09°,  10.94,   24.26 dB,    2016.28,  [OK   >=40.00°]
1259.00s,   1335.60,   61.40°,  10.96,   24.30 dB,    2019.10,  [OK   >=40.00°]
1260.00s,   1332.40,   61.72°,  10.97,   24.33 dB,    2021.89,  [OK   >=40.00°]
1261.00s,   1329.24,   62.03°,  10.98,   24.36 dB,    2024.66,  [OK   >=40.00°]
1262.00s,   1326.13,   62.35°,  11.00,   24.40 dB,    2027.38,  [OK   >=40.00°]
1263.00s,   1323.05,   62.66°,  11.01,   24.43 dB,    2030.08,  [OK   >=40.00°]
1264.00s,   1320.03,   62.98°,  11.02,   24.46 dB,    2032.74,  [OK   >=40.00°]
1265.00s,   1317.04,   63.29°,  11.03,   24.49 dB,    2035.37,  [OK   >=40.00°]
1266.00s,   1314.10,   63.61°,  11.04,   24.52 dB,    2037.96,  [OK   >=40.00°]
1267.00s,   1311.21,   63.92°,  11.06,   24.56 dB,    2040.52,  [OK   >=40.00°]
1268.00s,   1308.36,   64.24°,  11.07,   24.59 dB,    2043.05,  [OK   >=40.00°]
1269.00s,   1305.56,   64.55°,  11.08,   24.62 dB,    2045.53,  [OK   >=40.00°]
1270.00s,   1302.80,   64.87°,  11.09,   24.65 dB,    2047.99,  [OK   >=40.00°]
1271.00s,   1300.09,   65.18°,  11.10,   24.67 dB,    2050.40,  [OK   >=40.00°]
1272.00s,   1297.43,   65.49°,  11.11,   24.70 dB,    2052.78,  [OK   >=40.00°]
1273.00s,   1294.81,   65.81°,  11.12,   24.73 dB,    2055.12,  [OK   >=40.00°]
1274.00s,   1292.24,   66.12°,  11.13,   24.76 dB,    2057.42,  [OK   >=40.00°]
1275.00s,   1289.71,   66.43°,  11.14,   24.79 dB,    2059.69,  [OK   >=40.00°]
1276.00s,   1287.24,   66.74°,  11.15,   24.81 dB,    2061.91,  [OK   >=40.00°]
1277.00s,   1284.81,   67.05°,  11.16,   24.84 dB,    2064.10,  [OK   >=40.00°]
1278.00s,   1282.43,   67.36°,  11.17,   24.87 dB,    2066.24,  [OK   >=40.00°]
1279.00s,   1280.09,   67.66°,  11.18,   24.89 dB,    2068.35,  [OK   >=40.00°]
1280.00s,   1277.81,   67.97°,  11.19,   24.92 dB,    2070.41,  [OK   >=40.00°]
1281.00s,   1275.58,   68.27°,  11.20,   24.94 dB,    2072.44,  [OK   >=40.00°]
1282.00s,   1273.39,   68.58°,  11.21,   24.96 dB,    2074.42,  [OK   >=40.00°]
1283.00s,   1271.26,   68.88°,  11.22,   24.99 dB,    2076.36,  [OK   >=40.00°]
1284.00s,   1269.17,   69.17°,  11.23,   25.01 dB,    2078.26,  [OK   >=40.00°]
1285.00s,   1267.13,   69.47°,  11.24,   25.03 dB,    2080.11,  [OK   >=40.00°]
1286.00s,   1265.15,   69.76°,  11.25,   25.06 dB,    2081.92,  [OK   >=40.00°]
1287.00s,   1263.21,   70.05°,  11.25,   25.08 dB,    2083.69,  [OK   >=40.00°]
1288.00s,   1261.32,   70.34°,  11.26,   25.10 dB,    2085.42,  [OK   >=40.00°]
1289.00s,   1259.49,   70.62°,  11.27,   25.12 dB,    2087.10,  [OK   >=40.00°]
1290.00s,   1257.71,   70.91°,  11.28,   25.14 dB,    2088.73,  [OK   >=40.00°]
1291.00s,   1255.98,   71.18°,  11.28,   25.16 dB,    2090.32,  [OK   >=40.00°]
1292.00s,   1254.29,   71.46°,  11.29,   25.18 dB,    2091.86,  [OK   >=40.00°]
1293.00s,   1252.67,   71.73°,  11.30,   25.19 dB,    2093.36,  [OK   >=40.00°]
1294.00s,   1251.09,   71.99°,  11.30,   25.21 dB,    2094.82,  [OK   >=40.00°]
1295.00s,   1249.56,   72.26°,  11.31,   25.23 dB,    2096.22,  [OK   >=40.00°]
1296.00s,   1248.09,   72.51°,  11.32,   25.24 dB,    2097.58,  [OK   >=40.00°]
1297.00s,   1246.67,   72.76°,  11.32,   25.26 dB,    2098.89,  [OK   >=40.00°]
1298.00s,   1245.30,   73.01°,  11.33,   25.28 dB,    2100.16,  [OK   >=40.00°]
1299.00s,   1243.99,   73.25°,  11.33,   25.29 dB,    2101.37,  [OK   >=40.00°]
1300.00s,   1242.73,   73.48°,  11.34,   25.30 dB,    2102.54,  [OK   >=40.00°]
1301.00s,   1241.52,   73.71°,  11.34,   25.32 dB,    2103.66,  [OK   >=40.00°]
1302.00s,   1240.37,   73.93°,  11.35,   25.33 dB,    2104.73,  [OK   >=40.00°]
1303.00s,   1239.27,   74.15°,  11.35,   25.34 dB,    2105.76,  [OK   >=40.00°]
1304.00s,   1238.22,   74.35°,  11.36,   25.35 dB,    2106.73,  [OK   >=40.00°]
1305.00s,   1237.22,   74.55°,  11.36,   25.37 dB,    2107.66,  [OK   >=40.00°]
1306.00s,   1236.28,   74.74°,  11.37,   25.38 dB,    2108.53,  [OK   >=40.00°]
1307.00s,   1235.40,   74.92°,  11.37,   25.39 dB,    2109.36,  [OK   >=40.00°]
1308.00s,   1234.57,   75.10°,  11.37,   25.40 dB,    2110.13,  [OK   >=40.00°]
1309.00s,   1233.79,   75.26°,  11.38,   25.40 dB,    2110.86,  [OK   >=40.00°]
1310.00s,   1233.07,   75.41°,  11.38,   25.41 dB,    2111.53,  [OK   >=40.00°]
1311.00s,   1232.40,   75.56°,  11.38,   25.42 dB,    2112.15,  [OK   >=40.00°]
1312.00s,   1231.78,   75.69°,  11.39,   25.43 dB,    2112.73,  [OK   >=40.00°]
1313.00s,   1231.23,   75.81°,  11.39,   25.43 dB,    2113.25,  [OK   >=40.00°]
1314.00s,   1230.72,   75.93°,  11.39,   25.44 dB,    2113.72,  [OK   >=40.00°]
